"x1","x2","x3","x4","x5","x6","x7","x8","y"
0.2201,0.9371,0.2138,0.8365,0.1258,0.044,0.8553,0.4654,42.5205813577458
0.956,0.761,0.9182,0.8428,0.8679,0.4654,0.673,0.3585,157.368588775696
0.0252,0.1698,0.8868,0.1447,0.7987,0.522,0.717,0.478,15.1777731662885
0.9623,0.6226,0.5283,0.3082,0.0377,0.7547,0.9937,0.6541,105.499495818951
0.2264,0.2453,0.0692,0.566,0.3396,0.5786,0.0818,0.8805,48.1448542728199
0.6667,0.0566,0.434,0.2767,0.0063,0.1384,0.4214,0.9245,113.779886648512
0.1258,0.1635,0.1195,0.5157,0.7421,0.2516,0.9308,0.9686,28.8331477190938
0.283,0.717,0.9623,0.1635,0.9057,0.9623,0.4151,0.6855,31.3038007053851
0.327,0.9245,0.3396,0.3333,0.8365,0.6101,0.7421,0.1132,36.1992403114532
0.1824,0.6918,0.805,0.6038,0.8302,0.4969,0.9686,0.7673,30.6799789864997
0.9497,0.5346,0.6226,0.6667,0.673,0.805,0.0377,0.2327,162.056923847619
0.8553,0.2642,0.956,0.3208,0.3899,0.0377,0.6352,0.195,129.123529503965
0.3333,0.5786,0.8553,0.5535,0.4025,0.7421,0.8679,0.3899,38.7556943961762
0.5283,0.7358,0.1572,0.9308,0.3962,0.7987,0.283,0.5094,86.5856719707786
0.9245,0.673,0.7547,0.4969,0.3145,0.1761,0.4906,0.8491,173.591258516602
0.6226,0.9434,0.8113,0.0692,0.4591,0.4151,0.327,0.8742,88.112175586486
0.4465,0.1887,0.7925,0.8553,0.5535,0.1195,0.8994,0.0881,65.6604620498364
0.2767,0.5409,0.2327,0.761,0.2138,0.0881,0.6918,0.0692,46.4834548568872
0.5409,0.0189,0.3836,0.4528,0.3208,0.8805,0.7044,0.6604,60.343145670108
0.8365,0.7799,0.283,0.1069,0.7044,0.8616,0.9874,0.9119,78.6624477085328
0.9308,0.283,0.3019,0.7547,0.7547,0.4088,0.8302,0.7233,152.620252863039
0.7484,0.4465,0.9119,0.5283,0.1069,0.8302,0.3082,0.1321,96.4741365327959
0.9874,0.8239,0.1824,0.6101,0.1006,0.5975,0.4403,0.4151,157.08133693329
0.5346,0.3836,0.8805,0.2893,0.195,0.6352,0.5786,0.0126,56.8438306102158
0.0503,0.4088,0.6918,0.5975,0.2956,0.1321,0.3333,0.6981,28.6042904056664
0.8931,0.3711,0.3459,0.1384,0.0943,0.0692,0.5472,0.6101,140.830708097288
0.0126,0.5472,0.7987,0.9874,0.3522,0.6289,0.6226,0.6289,20.9904370869075
0.4717,0.9057,0.9811,0.4906,0.6289,0.7484,0.0943,0.7296,74.5763988218663
0.7421,0.3019,0.2075,0.2956,0.8742,0.6792,0,0.8931,123.619505112944
0.0566,0.7421,0.6478,0.0503,0.0189,0.2579,0.5912,0.4403,19.1904866705465
0.4969,0.0629,0.3333,0.9686,0.7925,0.2767,0.3145,0.3648,95.3465500659506
0.3962,0.2075,0.0943,0.2453,0.8239,0.956,0.3459,0.2264,40.5588901610218
0.6918,0.3459,0.6667,0.8679,0.7862,0.9937,0.6541,0.8302,95.7358928600609
0.0377,0.8365,0.2704,0.3145,0.5597,0.4465,0.0566,0.8428,25.2450268948585
0.1384,0.8679,0.8365,0.7799,0.1698,0.2956,0.4528,0.6478,36.4689384413487
0.239,0.6667,0.4025,0.3522,0.4969,1,0.5535,0.1635,25.9366561520483
0.0943,0.2893,0.044,0.8931,0.4843,0.7736,0.6981,0.2704,23.3094069734548
0.2453,0.2956,0.8931,0.4843,0.9811,0.1258,0.2138,0.5409,51.61415627522
0.717,0.6604,0.8428,0.9497,0.6981,0.566,0.6855,0.7107,117.817409006099
0.2956,0.6289,0.3711,0.0755,0.7358,0.1509,0.0692,0.4088,51.6405185030281
0.673,0.8868,0.8994,0.0881,0.3585,0.9119,0.0189,0.283,75.7939235795737
0.3648,0.4277,0.4717,0.9119,0.2201,0.7044,0.0503,0.761,73.7834272059922
0.5472,0.7736,0.5157,1,0.5912,0.1572,0.8616,0.2075,86.2772196284782
0.2075,0.1761,0.5786,0.0377,0.2704,0.8365,0.239,0.717,27.7235327130761
0.434,0.1321,0.9434,0.5849,0.1509,0.9308,0.1761,0.0377,55.2261519050136
0.0629,0.0881,0.4654,0.3396,0.9308,0.8113,0.8491,0.5535,16.0977998869677
0.0314,0.7107,0.6038,0.7296,0.1195,0.7296,0.2201,0.9182,24.4905967644454
0.1509,0.5283,0.1384,0.4465,0.4654,0.5535,0.8365,0.8239,27.0157979556983
0.4151,0.7296,0.4528,0.5409,0.805,0.0943,0.0126,0.6415,89.8472023919164
0.9182,0.327,0.3962,0.195,0.5409,0.6226,0.9623,0.5157,99.0259646018092
0.3899,0.6541,0,0.6918,0.6415,0.2704,0.1572,0.5597,77.3472966321425
0.9119,0.6038,0.5849,0.4277,0.9874,0.9245,0.6101,0.1447,99.670945615047
0.2138,0.5912,0.4403,0.9371,0.6038,0.4843,0.3836,0.0314,40.8715587589484
0.3396,0.1509,0.3899,0.9937,0.044,0.3522,0.2893,0.8365,73.6744442325666
0.0126,0.1069,0.3208,0.2013,0.7799,0.5723,0.6289,0.434,14.857291320034
0.6792,0.9182,0.761,0.4969,0.0818,0.4654,0.2704,0.6981,113.556309473152
0.4465,0.0755,0.6855,0.1006,0.5723,0.1447,0.1761,0.8553,76.7407555383273
0.5723,0.7358,0.1447,0.4025,0.6604,0.9811,0.7233,0.2327,53.8754370588586
0.6918,0.805,0.2201,0.1824,0.0189,0.0692,0.478,0.9686,115.506719644879
0.1384,0.1132,0.0252,0.7799,0.5849,0.3333,0.4088,0.1635,33.2454900361575
0.4214,0.4088,0.2013,0.2138,0.0881,0.6415,0,0.3648,60.1129914413692
0.0881,0.0063,0.7044,0.1761,0.5031,0.4969,0.7925,0.5031,19.1240282033219
0.1132,0.5094,0.0818,0.2893,0.2704,0.1195,0.3019,0.2138,29.2880312499872
0.4151,0.5723,0.5409,0.9937,0.7358,0.9182,0.8994,0.2893,50.6534632460734
0.2013,0.3711,0.1258,0.1698,0.7233,0.8428,0.1258,0.761,31.1982829217005
0.5157,0.0252,0.522,0.4214,0.1887,0.3774,0.5031,0.9497,81.0197400402596
0.3019,0.1447,0.2264,0.2642,0.6038,0.7233,0.2579,0.327,39.5470701059707
0.0503,0.9119,0.9497,0.2453,0.6352,0.8113,0.3962,0.6478,17.7188082335196
0.9245,0.5597,0.9308,0.8176,0.7862,0.2138,0.7862,0.7358,168.344613362317
0.9182,0.4591,0.2767,0.1258,0.4591,0.3396,0.0189,0.239,151.407267409184
0.8868,0.0881,0.566,0.9497,0.3522,0.5157,0.3648,0.2264,160.016679580247
0.761,0.956,0.9371,0.6038,0.5597,0.522,0.044,0.3396,137.280335859553
0.283,0.6415,0.1132,0.044,0.5786,0.6352,0.805,0.6855,30.4099138944318
0.8616,0.7736,0.1635,0.0189,0.8994,0.8931,0.5346,0.3459,79.9760597810929
0.2767,0.5409,0.9686,0.3962,0.1132,0.4906,0.9623,0.4025,34.0588679696305
0.1887,0.2579,0.2893,0.3333,0.3836,0.9937,0.3836,0.5723,26.0592239904338
0.7799,0.8868,0.0189,0.1384,0.2013,0.7484,0.2138,0.3836,95.090551260074
0.7233,0.4717,0.4151,0.2516,0.044,0.9497,0.8616,0.8428,70.0784559761037
0.3648,0.9434,0.6604,0.0252,0.3082,0.0755,0.7044,0.4214,47.2713894402525
0.5975,0.9497,0.2579,0.3836,0.7296,0.1258,0.434,0.0189,87.6850833510446
0.8931,0.5283,0.7421,0.2201,0.8302,0.1572,0.717,0.6164,132.522068799921
0.4088,0.6667,0.2956,0,0.1761,0.434,0.239,0.1824,50.1877751642676
0.0692,0.0629,0.1321,0.7044,0.8239,0.0818,0.8491,0.3208,24.5368593980737
0.1635,0.7296,0.5346,0.239,0.2516,0.4528,0.0314,0.4528,34.7326073372039
0.6855,0.3208,0.1509,0.6352,0.3145,0.2579,0.0063,0.5094,143.087480390213
0.6352,0.7862,0.5535,0.0755,0.1069,0.1132,0.0818,0.5849,109.151368952392
0.0252,0.3648,0.9874,0.3145,0.1447,0.3585,0.7107,0.8679,19.0704089028986
0.8176,0.4969,0.3774,0.0818,0.6792,0.5031,0.6478,0.7233,99.926177197851
0.9937,0.8113,0.8176,0.2579,0.7987,0.4151,0.1824,0.2642,160.430103923036
0.6604,0.3962,0.2453,0.956,0.522,0.3145,0.8239,0.9182,115.707424197449
0.522,0.2264,0.1887,0.3019,0.4277,0.5094,0.1509,0,70.7617073092129
0.6164,0.6289,0.0314,0.9371,0.3019,0.4717,0.1321,0.3145,118.547701294414
0.6101,0.1698,0.8302,0.327,0.9057,0.0503,0.0252,0.6918,124.664488120824
0.6667,0.5849,0.1761,0.7484,0.6289,0,0.2013,0.1006,131.799535719241
0.3082,0.9748,0.0566,0.1509,0.3585,0.8994,0.7358,0.0629,26.7006123763798
0.2893,0.8805,0.4214,0.5786,0.7673,0.8616,0.0126,0.9434,52.7820685536749
0.8491,0.434,0.7233,0.9811,0.6101,0.3899,0.9811,0.7673,141.4889232167
0.2579,0.9371,0.4969,0.8113,0.4906,0.9686,0.1698,0.7799,46.369052486212
0.4717,0.4277,0.5597,0.3459,0.0063,0.2327,0.6792,0.0755,59.7768192734002
0.3459,0.2013,0.3522,0.7421,0.1321,0.9748,0.283,0.9811,55.0051820972741
0.9623,0.7107,0.6981,0.5975,0.195,1,0.6541,0.6667,121.931675746883
0.1761,0.0314,0.195,0.566,0.8742,0.195,0.956,0.2013,29.8395322360544
0.2453,0.195,0.7358,0.4277,0.7107,0.5597,0.327,0.8742,43.0838827605606
0.3774,0.2516,0.8742,0.7736,0.0692,0.7987,0.7987,0.2201,45.572324502312
0.5472,0.5157,0.8679,0.9057,0.1698,0.0126,0.3899,0.3585,107.973067534063
0.5786,0.2956,0.6792,0.9623,0.9371,0.8742,0.2642,0.5597,95.4927347017166
0.8113,0.1195,0.7673,0.5912,0.2579,0.0314,0.8113,0.7862,140.637050649387
0.8428,0.2075,0.5031,0.2767,0.761,0.0063,0.7673,0.5472,129.373860315973
0.956,0.3396,0.4906,0.0629,0,0.6855,0.4025,0.3019,110.379674320417
0.0314,0.8428,0.5975,0.0503,0.7044,0.2516,0.1572,0.2075,20.0940455801862
0.2327,0.4843,0.5472,0.5346,0.3208,0.805,0.2327,0.9057,40.9632758488177
0.2264,0.1509,0.3648,0.9874,0.0755,0.2201,0.4214,0.478,50.735259764552
0.7107,0.6038,0.0629,0.5849,0.478,0.4214,0.3711,0.4277,114.914641386841
0.0629,0.7233,0.3082,0.9748,0.4403,0.6792,0.2075,0.8176,30.4504500879422
0.8805,0.2453,0.1006,0.434,0.5157,0.4403,0.0943,0.0818,146.65305694489
0.4277,0.9245,0.6101,0.6792,0.7925,0.3522,0.3459,0.4906,73.7287655183427
0.6226,0.5031,0.3145,0.4591,0.5975,0.239,0.9057,0.9371,91.1223476151176
0.434,0.1258,0.4465,0.3711,0.8805,0.4591,0.7421,0.9748,59.5899227215429
0.6478,0.4654,0.7107,0.0063,0.7736,0.7547,0.3774,0.0503,61.6611583511327
0,0.6604,0.7296,0.5283,0.4214,0.956,0.4403,0.3333,14.4975721515523
0.0755,0.7925,0.7484,0.3396,0.2893,0.3208,0.9245,0.3774,19.7966944561826
0.7484,0.761,0.6352,0.3082,0.2327,0.8553,0.4151,0.7107,91.6721319879329
0.239,0.5975,0.0063,0.0943,0.805,0.044,0.5094,0.5283,39.6967508122549
0.9686,0.9811,0.3585,0.3208,0.6164,0.5535,0.8302,0.195,114.139226782635
0.2516,0.6792,0.7736,0.8994,0.8868,0.1006,0.6352,0.2453,48.1096779039842
0.1572,0.7987,0.4088,0.6918,0.5094,0.7925,0.6981,0.0126,24.6136559534497
0.5346,0.3899,0.6415,0.6164,0.8113,0.9308,0.5786,0.1887,60.0615255723847
0.4528,0.7799,0.9245,0.4528,0.3711,0.0252,0.6415,0.1698,66.9704876270995
0.0566,0.5346,0.5723,0.4906,0.566,0.9874,0.5472,0.4717,17.0869414040272
0.9748,0.478,0.6289,0.7862,0.4088,0.0377,0.1195,0.4403,233.297700125162
0.9497,0.9057,0.1698,0.8679,0.3774,0.3962,0.7736,0.8868,171.723217835084
0.478,0.1887,0.478,0.5031,0.8428,0.8491,0.8176,0.3711,50.3066997819747
0.5849,0.566,0.1069,0.6667,0.3459,0.3082,0.6226,0.8239,97.0625544144019
0.3711,0.7484,0.4843,0.9434,0.5912,0.2013,0.6164,0.0063,60.6502193580226
0.566,0.4465,0.0503,0.7358,0.8616,0.566,0.0629,0.6604,107.719847761949
0.1824,0.7547,0.9748,0.8616,0.8176,0.5975,0.2516,0.1132,37.6208072789727
0.7296,0.1384,0.5912,0.8553,0.4528,0.0943,0.9182,0.6415,123.982159725106
0.9119,0.1635,0.6541,0.1887,0.1635,0.8176,0.9434,0.1069,81.4756340789067
0.7673,0.2767,0.8491,0.0566,0.8679,0.9623,0.6855,0.8931,71.3682582725756
0.5283,0.7673,0.0755,0.7925,0.7547,0.7044,0.9748,0.8994,70.5429791299111
0.9434,0.1321,0.0881,0.4717,0.6981,0.7862,0.4654,0.3962,127.126556260238
0.8553,0.3019,0.6164,0.5723,0.1195,0.5849,0.1887,0.0314,133.128873278128
0.5031,0.8742,0.717,0.7547,0.9811,0.2264,0.1006,0.283,98.9735732833152
0.0818,0.6164,0.2516,0.805,0.1006,0.8805,0.673,0.1447,20.2564644276768
0.3333,0.4025,0.0126,0.4465,0.9434,0.1384,0.3585,0.717,61.4997117259076
0.717,0.2327,0.7862,0.1572,0.6541,0.3648,0.5597,0.3082,90.0330945345384
0.8994,0.8176,0.0377,0.522,0.6415,0.6164,0.5912,0.8491,137.001822726017
0.7736,0.3774,0.5094,0.8868,0.9937,0.4843,0.4591,0.0566,124.169621138708
0.3836,0.522,0.239,0.5472,0.9686,0.4025,0.0566,0.5409,71.9679407093108
0.5094,0.3522,0.9057,1,0.4843,0.6101,0.7484,0.5912,77.7055422054034
0.2075,1,0.8239,0.4843,0.4654,0.2704,0.6604,0.9874,39.9175509042484
0.2642,0.1006,0.8616,0.1195,0.9748,0.6981,0.8868,0.0252,24.7645299003337
1,0.1824,0.2642,0.673,0.6478,0.478,0.8805,0.6038,152.157075752735
0.6541,0.6478,0.4277,0.2956,1,0.1824,0.5723,0.3899,93.9350393308229
0.4403,0.3585,0.327,0.7987,0.2642,0.7673,0.522,0.673,65.0901282145272
0.1447,0.8931,0.673,0.3522,0.8491,0.6478,0.4717,0.7925,27.7703275100129
0.4906,0.2642,1,0.6226,0.6855,0.1069,0.2264,0.4591,94.0156274370486
0.327,0.8239,0.9937,0.9308,0.4025,0.8302,0.8742,0.5157,44.1334784554498
0.1321,0.2704,0.4591,0.1069,0.1572,0.2767,0.1132,0.6541,32.1756016485398
0.9371,0.044,0.7799,0.3774,0.5535,0.9119,0.2201,0.5346,128.724428622373
0.1258,0.8553,0.2138,0.4654,0.2201,0.9371,0.8365,0.044,17.9501658438154
0.8679,0.673,0.9182,0.3585,0.956,0.761,0.8428,0.4654,96.3775097448366
0.7987,0.717,0.8868,0.478,0.0252,0.1698,0.1447,0.522,156.308816379373
0.0377,0.9937,0.5283,0.6541,0.9623,0.6226,0.3082,0.7547,23.7196874674389
0.3396,0.0818,0.0692,0.8805,0.2264,0.2453,0.566,0.5786,62.528719616651
0.0063,0.4214,0.434,0.9245,0.6667,0.0566,0.2767,0.1384,25.2557218419832
0.7421,0.9308,0.1195,0.9686,0.1258,0.1635,0.5157,0.2516,136.975111290493
0.9057,0.4151,0.9623,0.6855,0.283,0.717,0.1635,0.9623,172.859208540509
0.8365,0.7421,0.3396,0.1132,0.327,0.9245,0.3333,0.6101,91.4964819184697
0.8302,0.9686,0.805,0.7673,0.1824,0.6918,0.6038,0.4969,123.322258555021
0.673,0.0377,0.6226,0.2327,0.9497,0.5346,0.6667,0.805,84.9498704600028
0.3899,0.6352,0.956,0.195,0.8553,0.2642,0.3208,0.0377,53.3969728889738
0.4025,0.8679,0.8553,0.3899,0.3333,0.5786,0.5535,0.7421,54.6339881935485
0.3962,0.283,0.1572,0.5094,0.5283,0.7358,0.9308,0.7987,46.715001620678
0.3145,0.4906,0.7547,0.8491,0.9245,0.673,0.4969,0.1761,47.3616985540228
0.4591,0.327,0.8113,0.8742,0.6226,0.9434,0.0692,0.4151,75.217713278469
0.5535,0.8994,0.7925,0.0881,0.4465,0.1887,0.8553,0.1195,60.9923063142717
0.2138,0.6918,0.2327,0.0692,0.2767,0.5409,0.761,0.0881,24.2107629145984
0.3208,0.7044,0.3836,0.6604,0.5409,0.0189,0.4528,0.8805,66.3606105225401
0.7044,0.9874,0.283,0.9119,0.8365,0.7799,0.1069,0.8616,137.508493798348
0.7547,0.8302,0.3019,0.7233,0.9308,0.283,0.7547,0.4088,117.430924392759
0.1069,0.3082,0.9119,0.1321,0.7484,0.4465,0.5283,0.8302,24.0228631628383
0.1006,0.4403,0.1824,0.4151,0.9874,0.8239,0.6101,0.5975,20.8222461142182
0.195,0.5786,0.8805,0.0126,0.5346,0.3836,0.2893,0.6352,32.5794865860525
0.2956,0.3333,0.6918,0.6981,0.0503,0.4088,0.5975,0.1321,44.8474247404705
0.0943,0.5472,0.3459,0.6101,0.8931,0.3711,0.1384,0.0692,29.4961713902893
0.3522,0.6226,0.7987,0.6289,0.0126,0.5472,0.9874,0.6289,45.7018938491911
0.6289,0.0943,0.9811,0.7296,0.4717,0.9057,0.4906,0.7484,88.1505331720646
0.8742,0,0.2075,0.8931,0.7421,0.3019,0.2956,0.6792,187.925537276473
0.0189,0.5912,0.6478,0.4403,0.0566,0.7421,0.0503,0.2579,19.4344367291554
0.7925,0.3145,0.3333,0.3648,0.4969,0.0629,0.9686,0.2767,106.999128549442
0.8239,0.3459,0.0943,0.2264,0.3962,0.2075,0.2453,0.956,151.164747901809
0.7862,0.6541,0.6667,0.8302,0.6918,0.3459,0.8679,0.9937,134.492344004832
0.5597,0.0566,0.2704,0.8428,0.0377,0.8365,0.3145,0.4465,85.1037889235022
0.1698,0.4528,0.8365,0.6478,0.1384,0.8679,0.7799,0.2956,24.9947121358919
0.4969,0.5535,0.4025,0.1635,0.239,0.6667,0.3522,1,65.0643568182982
0.4843,0.6981,0.044,0.2704,0.0943,0.2893,0.8931,0.7736,62.0274830563542
0.9811,0.2138,0.8931,0.5409,0.2453,0.2956,0.4843,0.1258,158.439598116327
0.6981,0.6855,0.8428,0.7107,0.717,0.6604,0.9497,0.566,89.1303402201574
0.7358,0.0692,0.3711,0.4088,0.2956,0.6289,0.0755,0.1509,109.866624222132
0.3585,0.0189,0.8994,0.283,0.673,0.8868,0.0881,0.9119,50.8730518715657
0.2201,0.0503,0.4717,0.761,0.3648,0.4277,0.9119,0.7044,37.4879732195945
0.5912,0.8616,0.5157,0.2075,0.5472,0.7736,1,0.1572,50.1776143452092
0.2704,0.239,0.5786,0.717,0.2075,0.1761,0.0377,0.8365,67.4439941404085
0.1509,0.1761,0.9434,0.0377,0.434,0.1321,0.5849,0.9308,30.402532551718
0.9308,0.8491,0.4654,0.5535,0.0629,0.0881,0.3396,0.8113,194.124329106713
0.1195,0.2201,0.6038,0.9182,0.0314,0.7107,0.7296,0.7296,28.3703936829277
0.4654,0.8365,0.1384,0.8239,0.1509,0.5283,0.4465,0.5535,76.4545452346278
0.805,0.0126,0.4528,0.6415,0.4151,0.7296,0.5409,0.0943,105.070734596109
0.5409,0.9623,0.3962,0.5157,0.9182,0.327,0.195,0.6226,96.5663437746063
0.6415,0.1572,0,0.5597,0.3899,0.6541,0.6918,0.2704,78.5879395447341
0.9874,0.6101,0.5849,0.1447,0.9119,0.6038,0.4277,0.9245,141.166240315036
0.6038,0.3836,0.4403,0.0314,0.2138,0.5912,0.9371,0.4843,56.2332566419983
0.044,0.2893,0.3899,0.8365,0.3396,0.1509,0.9937,0.3522,21.9061735550253
0.3208,0.1069,0.2013,0.0126,0.6289,0.5723,0.434,0.7799,39.8787989915695
0.761,0.9182,0.4969,0.6792,0.2704,0.4654,0.6981,0.0818,103.812091826034
0.6855,0.0755,0.1006,0.4465,0.1761,0.1447,0.8553,0.5723,99.3647138965535
0.1447,0.7358,0.4025,0.5723,0.7233,0.9811,0.2327,0.6604,28.3676671879705
0.2201,0.805,0.1824,0.6918,0.478,0.0692,0.9686,0.0189,35.2873420104196
0.0252,0.1132,0.7799,0.1384,0.4088,0.3333,0.1635,0.5849,21.1985755474603
0.2013,0.4088,0.2138,0.4214,0,0.6415,0.3648,0.0881,30.7867006584204
0.7044,0.0063,0.1761,0.0881,0.7925,0.4969,0.5031,0.5031,85.450944201687
0.0818,0.5094,0.2893,0.1132,0.3019,0.1195,0.2138,0.2704,25.8592926592561
0.5409,0.5723,0.9937,0.4151,0.8994,0.9182,0.2893,0.7358,69.5267467458249
0.1258,0.3711,0.1698,0.2013,0.1258,0.8428,0.761,0.7233,19.3392512295014
0.522,0.0252,0.4214,0.5157,0.5031,0.3774,0.9497,0.1887,62.3243516032586
0.2264,0.1447,0.2642,0.3019,0.2579,0.7233,0.327,0.6038,33.9283515388552
0.9497,0.9119,0.2453,0.0503,0.3962,0.8113,0.6478,0.6352,98.310820635216
0.9308,0.5597,0.8176,0.9245,0.7862,0.2138,0.7358,0.7862,180.753590982412
0.2767,0.4591,0.1258,0.9182,0.0189,0.3396,0.239,0.4591,58.7018182873806
0.566,0.0881,0.9497,0.8868,0.3648,0.5157,0.2264,0.3522,101.153717538776
0.9371,0.956,0.6038,0.761,0.044,0.522,0.3396,0.5597,171.950683798199
0.1132,0.6415,0.044,0.283,0.805,0.6352,0.6855,0.5786,21.6055457013362
0.1635,0.7736,0.0189,0.8616,0.5346,0.8931,0.3459,0.8994,35.528238707475
0.9686,0.5409,0.3962,0.2767,0.9623,0.4906,0.4025,0.1132,133.343606485129
0.2893,0.2579,0.3333,0.1887,0.3836,0.9937,0.5723,0.3836,28.010414470188
0.0189,0.8868,0.1384,0.7799,0.2138,0.7484,0.3836,0.2013,19.1316405688822
0.4151,0.4717,0.2516,0.7233,0.8616,0.9497,0.8428,0.044,43.0933266048012
0.6604,0.9434,0.0252,0.3648,0.7044,0.0755,0.4214,0.3082,105.95570520987
0.2579,0.9497,0.3836,0.5975,0.434,0.1258,0.0189,0.7296,63.0753398988912
0.7421,0.5283,0.2201,0.8931,0.717,0.1572,0.6164,0.8302,145.000749541938
0.2956,0.6667,0,0.4088,0.239,0.434,0.1824,0.1761,47.6018682169393
0.1321,0.0629,0.7044,0.0692,0.8491,0.0818,0.3208,0.8239,32.4276829322267
0.5346,0.7296,0.239,0.1635,0.0314,0.4528,0.4528,0.2516,64.519325939453
0.1509,0.3208,0.6352,0.6855,0.0063,0.2579,0.5094,0.3145,33.9795127547753
0.5535,0.7862,0.0755,0.6352,0.0818,0.1132,0.5849,0.1069,85.0714606170547
0.9874,0.3648,0.3145,0.0252,0.7107,0.3585,0.8679,0.1447,109.161760893698
0.3774,0.4969,0.0818,0.8176,0.6478,0.5031,0.7233,0.6792,58.7347695236232
0.8176,0.8113,0.2579,0.9937,0.1824,0.4151,0.2642,0.7987,176.964555061419
0.2453,0.3962,0.956,0.6604,0.8239,0.3145,0.9182,0.522,38.8484208955017
0.1887,0.2264,0.3019,0.522,0.1509,0.5094,0,0.4277,41.692783280411
0.0314,0.6289,0.9371,0.6164,0.1321,0.4717,0.3145,0.3019,22.0757208019648
0.8302,0.1698,0.327,0.6101,0.0252,0.0503,0.6918,0.9057,154.089074882376
0.1761,0.5849,0.7484,0.6667,0.2013,0,0.1006,0.6289,50.5416157422758
0.0566,0.9748,0.1509,0.3082,0.7358,0.8994,0.0629,0.3585,19.5992821003386
0.4214,0.8805,0.5786,0.2893,0.0126,0.8616,0.9434,0.7673,41.0610469661867
0.7233,0.434,0.9811,0.8491,0.9811,0.3899,0.7673,0.6101,116.501843357949
0.4969,0.9371,0.8113,0.2579,0.1698,0.9686,0.7799,0.4906,44.5908877881485
0.5597,0.4277,0.3459,0.4717,0.6792,0.2327,0.0755,0.0063,94.9016870786829
0.3522,0.2013,0.7421,0.3459,0.283,0.9748,0.9811,0.1321,29.6448456687175
0.6981,0.7107,0.5975,0.9623,0.6541,1,0.6667,0.195,88.0767187350766
0.195,0.0314,0.566,0.1761,0.956,0.195,0.2013,0.8742,41.6015661492837
0.7358,0.195,0.4277,0.2453,0.327,0.5597,0.8742,0.7107,85.164760719885
0.8742,0.2516,0.7736,0.3774,0.7987,0.7987,0.2201,0.0692,113.398554333228
0.8679,0.5157,0.9057,0.5472,0.3899,0.0126,0.3585,0.1698,159.522530965542
0.6792,0.2956,0.9623,0.5786,0.2642,0.8742,0.5597,0.9371,91.5561014031884
0.7673,0.1195,0.5912,0.8113,0.8113,0.0314,0.7862,0.2579,128.549214165355
0.5031,0.2075,0.2767,0.8428,0.7673,0.0063,0.5472,0.761,99.2253168983645
0.4906,0.3396,0.0629,0.956,0.4025,0.6855,0.3019,0,75.5928370386177
0.5975,0.8428,0.0503,0.0314,0.1572,0.2516,0.2075,0.7044,91.0470159171288
0.5472,0.4843,0.5346,0.2327,0.2327,0.805,0.9057,0.3208,49.1854143987793
0.3648,0.1509,0.9874,0.2264,0.4214,0.2201,0.478,0.0755,49.1519850176143
0.0629,0.6038,0.5849,0.7107,0.3711,0.4214,0.4277,0.478,25.8673675899406
0.3082,0.7233,0.9748,0.0629,0.2075,0.6792,0.8176,0.4403,30.2798484052229
0.1006,0.2453,0.434,0.8805,0.0943,0.4403,0.0818,0.5157,36.4934885268568
0.6101,0.9245,0.6792,0.4277,0.3459,0.3522,0.4906,0.7925,95.4380888573627
0.3145,0.5031,0.4591,0.6226,0.9057,0.239,0.9371,0.5975,47.412599537822
0.4465,0.1258,0.3711,0.434,0.7421,0.4591,0.9748,0.8805,56.9353381499222
0.7107,0.4654,0.0063,0.6478,0.3774,0.7547,0.0503,0.7736,127.012645743464
0.7296,0.6604,0.5283,0,0.4403,0.956,0.3333,0.4214,68.057998957716
0.7484,0.7925,0.3396,0.0755,0.9245,0.3208,0.3774,0.2893,99.8132915174677
0.6352,0.761,0.3082,0.7484,0.4151,0.8553,0.7107,0.2327,76.1160011125884
0.0063,0.5975,0.0943,0.239,0.5094,0.044,0.5283,0.805,20.677743127292
0.3585,0.9811,0.3208,0.9686,0.8302,0.5535,0.195,0.6164,71.4248779685434
0.7736,0.6792,0.8994,0.2516,0.6352,0.1006,0.2453,0.8868,145.879964281825
0.4088,0.7987,0.6918,0.1572,0.6981,0.7925,0.0126,0.5094,53.7082945200026
0.6415,0.3899,0.6164,0.5346,0.5786,0.9308,0.1887,0.8113,93.4463455452262
0.9245,0.7799,0.4528,0.4528,0.6415,0.0252,0.1698,0.3711,188.851820359332
0.5723,0.5346,0.4906,0.0566,0.5472,0.9874,0.4717,0.566,51.3065181165255
0.6289,0.478,0.7862,0.9748,0.1195,0.0377,0.4403,0.4088,125.640977520379
0.1698,0.9057,0.8679,0.9497,0.7736,0.3962,0.8868,0.3774,33.1283122996266
0.478,0.1887,0.5031,0.478,0.8176,0.8491,0.3711,0.8428,64.702811201745
0.1069,0.566,0.6667,0.5849,0.6226,0.3082,0.8239,0.3459,25.0560377451354
0.4843,0.7484,0.9434,0.3711,0.6164,0.2013,0.0063,0.5912,93.1487528831484
0.0503,0.4465,0.7358,0.566,0.0629,0.566,0.6604,0.8616,21.6941813253137
0.9748,0.7547,0.8616,0.1824,0.2516,0.5975,0.1132,0.8176,158.739019704643
0.5912,0.1384,0.8553,0.7296,0.9182,0.0943,0.6415,0.4528,100.022712168274
0.6541,0.1635,0.1887,0.9119,0.9434,0.8176,0.1069,0.1635,108.520006073678
0.8491,0.2767,0.0566,0.7673,0.6855,0.9623,0.8931,0.8679,109.766939229652
