"x1","x2","x3","x4","x5","x6","x7","x8","y"
0.443,0.4177,0.9873,0.8734,0.481,0.1266,0.3291,0.2532,84.2233981295417
0.4177,0.962,0.6329,0.3797,0.7342,0.6709,0.7342,0.9873,52.7374496961335
0.3924,0.8228,0.8987,0.038,0.3544,0.0633,0.2911,0.1646,56.8764958499269
0.5063,0.9367,0.2532,0.2152,0.9241,0.519,0.2152,0.2025,66.6353590970408
0.0127,0.6835,0.5443,0.7342,0.5316,0.038,0.1266,0.6835,29.3502430360317
0.6329,0.8861,0.7468,0.4937,0.443,0.4937,0.9747,0.0127,68.9802653064162
0.8734,0.7595,0.1266,0.1013,0.6962,0.5696,0.1772,0.7215,128.514333484232
0.8608,0.1646,0.6962,0.1899,0.7975,0.3544,0.2785,0.6203,137.004787436189
0.0759,0.2152,0.962,0.6203,0.6203,0.5063,0.8481,0.962,23.6934759361295
0.2911,0.2911,0.4557,0.3291,0.6456,0.9747,0.1519,0.1899,35.496274762108
0.0506,0.7468,0.3544,0.4177,0.8354,0.2278,0.9114,0.8734,21.4724065679678
0.1772,0.8608,0.5316,0.8861,0.2405,0.3924,0.2278,0.9494,47.9473162770364
0.038,0.8101,0.7722,0.3165,0.9873,0.6203,0.6582,0.0759,15.5030083394425
0.2405,0.7089,0.4684,0.2025,0.0633,0.5949,0.4684,1,36.2921897224901
0.6709,0.5443,0.8228,0.6329,0,0.6076,0.2405,0.443,107.648412464124
0.4304,0.557,0.1772,0.481,0.6076,0.9241,0.4557,0.7595,53.6865074370317
0.3544,0.3038,0.9494,0.443,0.038,0.3797,0.6329,0.3038,48.4628819357273
0.5823,0.0253,0.9367,0.7468,0.9494,0.6456,0.3924,0.481,90.1725548767909
0.2278,0.0127,0.3797,0.6582,0.7089,1,0.6456,0.6076,31.2246947536699
0.0886,0.9494,0.443,0.4684,0.2911,0.1139,0.1013,0.5443,33.8828694506357
0.0759,0.0886,0.4177,0.4557,0.4937,0.3418,0.0886,0.8734,31.7671056217075
0.962,0.0506,0.5823,0.8481,0.4304,0.6962,0.5949,0.5316,155.509899641697
0.6962,0.1013,0.7722,0.9747,0.8734,0.8481,0.8987,0.481,91.7622607214542
0.4557,0.2405,0.1646,0.5696,0.519,0.8228,0.7848,0.8228,55.4376847032488
0.1392,0.4937,0.5443,0.2025,0.2785,0.2152,0.4684,0.8101,31.0629868380397
0.2658,0.038,0.8481,0.6962,0.6456,0.5443,0.3544,0.0886,43.1811455598551
0.0127,0.4304,0.5063,0.5443,0.2152,0.8734,0.2532,0.9367,19.4784149494462
0.0886,0.5316,0.8228,0.2532,0.9241,0.7975,0.5063,0,17.146820551549
0.9241,0.7089,0.8734,0.3671,0.7975,0.8608,0.0759,0.7975,144.991817558058
0.3418,0.5696,0.2278,0.7089,0.8608,0.7342,0.7215,0.8608,49.0550069128326
0.5949,0.7468,0.2785,0.557,0.9114,0.3165,0.6582,0.7468,92.2071689645895
0.2911,0.8481,0.5696,0.6456,0.0506,0.8101,0.9747,0.3038,33.4251304242305
0.0253,0.2658,0.8861,0.1139,0.3038,0.6582,0.6456,0.5949,14.6451898875087
0,0.6582,0.6329,0.7722,0.3671,0.4304,0.9241,0.3797,16.9441782953016
0.1519,0.3671,0.6582,0.6076,1,0.7468,0.8481,0.557,25.2956185290563
0.519,0.3797,0.8987,0,0.4051,0.2911,0.2278,0.3165,69.909242607002
0.9367,0.9747,0.4051,0.5949,0.3418,0.1772,0.5316,0.0506,153.295630717595
0.8101,0.1519,0.3038,0.1519,0.2025,0.5823,0.1519,0.7848,121.939215049346
0.9873,0.8354,0.6709,0.519,0.8101,0.1013,0.1899,0.7089,217.218970115305
0.4051,0.5063,0.3671,0.7975,0.557,0.9494,0.1772,0.5696,63.3705076160516
0.2405,0.1139,0.0127,0.9114,0.5949,0.1392,0.2405,0.7595,60.3352416408542
0.5823,0.6709,0.0886,0.3165,0.0127,0.6835,0.8734,0.8987,65.9424741662084
0.3924,0.2278,0.557,0.1266,0.8354,0.4557,0.0506,0.038,54.0369091214175
0.2278,0.9241,0.4684,0.3038,0.8481,0.2785,1,0.5823,32.236425590359
0.0633,0.9367,0.9747,0.7342,0.4177,0.9114,0.4051,0.7722,22.9152879488351
0.6835,0.3924,0.1899,0.3797,0.5696,0.557,0.4557,1,102.756775087856
0.3544,0.1266,0.1013,0.5316,0.1392,0,0.4937,0.3671,61.6562451561826
0.5063,0.9114,0.0759,0.6835,0.2658,0.0759,0.1139,0.519,106.35515578099
0.1772,0.3291,0.3797,0.0633,0.0886,0.8354,0.3418,0.7215,24.7019158556804
0.7595,0.7848,0.8101,0.7468,0.2278,0.1519,0.8354,0.6076,125.692701565014
0.4304,0.7342,0.4557,0.9873,0.2911,0.7089,0.3797,0.2532,68.3209944453732
0.3038,0.6456,0.3291,0.962,0.9747,0.2532,0.5696,0.9873,63.3829979295844
0.1139,0.2785,0.3165,0.6582,0.6076,0.4177,0,0.9241,39.9369374226578
0.6076,0.3165,0.8608,0.9367,0.5063,0.1899,0.9873,0.4177,93.6996555723975
0.8228,0,0.6835,0.1013,0.5823,0.3038,0.519,0.4304,111.273037264881
0.557,0.0633,0.2025,0.2658,0.1013,0.2025,0.038,0.2658,94.7926310015132
0.9494,0.4557,0.1392,0.8987,0.1899,0.3291,0.9114,0.6709,162.329650811171
0.3671,0.3544,0.7848,0.1899,0.038,0.0886,0.6076,0.9494,57.9939052684598
0.8987,0.519,0.0253,0.4937,0.0633,0.2658,0.7975,0.1392,125.042366695203
1,0.5949,0.3924,0.3418,0.2405,0.4684,0.6709,0.4051,137.719003557508
0.7722,0.0253,0.1266,0.4051,0.3291,0.7848,0.2025,0.1899,102.698884569198
0.9747,0.2911,0.2532,1,0.6835,0.8987,0.481,0.1646,150.390699928269
0.1266,0.8987,0.1772,0.9241,0.7848,0.9873,0.6329,0.3418,25.0067848316314
0.6456,0.8101,0.4304,0.1392,0.6203,0.8861,0.7722,0.3544,56.2373997039203
0.7215,0.8861,0.3418,0.2152,0.1519,0.7215,0.2658,0.0759,83.9771372473258
0.5443,0.8228,0.1139,0.8354,0.8861,0.481,0.3924,0.1139,85.5122476321637
0.6709,0.1772,0.962,0.8101,0.0759,0.3671,0.6962,0.0127,96.0223727122283
0.8354,0.557,0.519,0.9494,0.0253,0.5316,0.1013,0.6203,178.700173335471
0.2532,0.4684,0.7215,0.0253,0,0.4051,0.4304,0.5063,34.9320012406786
0.5696,0.5823,1,0.4684,0.6582,0.0127,0.2785,0.5443,106.580797549515
0.2785,0.4051,0.2658,0.8228,0.3165,0.0253,0.0633,0.443,68.4979112146416
0.8481,0.4177,0.7595,0.3291,0.7342,0.9367,0.7342,0.0633,80.3381602485108
0.5316,0.1392,0.4937,0.7595,0.7089,0.7722,0.6203,0.6835,74.2736025829631
0.8608,0.7722,0.9367,0.8861,0.481,0.7595,0.3165,0.962,161.754583580028
0.9114,0.2152,0.7468,0.7848,0.1646,0.0506,0.3671,0.8861,207.67427115652
0.0506,0.6962,0.1519,0.1646,0.7215,0.1646,0.3291,0.4937,23.1196986814727
0.7975,0.6329,0.0506,0.6203,0.1139,0.962,0.443,0.6962,108.179904246475
0.7848,0.8608,0.9114,0.2785,0.6709,0.443,0.5823,0.8354,112.277927534248
0.1646,0.7975,0.2152,0.481,0.3924,0.6329,0.1266,0.0253,31.2915399347729
0.7089,0.3418,0.5949,0.7215,0.7595,0.2405,0.1392,0.2025,136.259865627134
0.8734,0.2532,0.481,0.443,0.9873,0.1266,0.4177,0.3291,150.705744314978
0.3797,0.9873,0.7342,0.4177,0.6329,0.6709,0.962,0.7342,43.459179687753
0.038,0.1646,0.3544,0.3924,0.8987,0.0633,0.8228,0.2911,19.866420260718
0.2152,0.2025,0.9241,0.5063,0.2532,0.519,0.9367,0.2152,29.0355259851829
0.7342,0.6835,0.5316,0.0127,0.5443,0.038,0.6835,0.1266,91.9455799540864
0.4937,0.0127,0.443,0.6329,0.7468,0.4937,0.8861,0.9747,70.356573759285
0.1013,0.7215,0.6962,0.8734,0.1266,0.5696,0.7595,0.1772,24.5231889391404
0.1899,0.6203,0.7975,0.8608,0.6962,0.3544,0.1646,0.2785,45.1596207626251
0.6203,0.962,0.6203,0.0759,0.962,0.5063,0.2152,0.8481,88.1370594278042
0.3291,0.1899,0.6456,0.2911,0.4557,0.9747,0.2911,0.1519,35.5320081063105
0.4177,0.8734,0.8354,0.0506,0.3544,0.2278,0.7468,0.9114,54.4966142666946
0.8861,0.9494,0.2405,0.1772,0.5316,0.3924,0.8608,0.2278,102.165653675329
0.3165,0.0759,0.9873,0.038,0.7722,0.6203,0.8101,0.6582,33.0130554378675
0.2025,1,0.0633,0.2405,0.4684,0.5949,0.7089,0.4684,27.4454051366541
0.6329,0.443,0,0.6709,0.8228,0.6076,0.5443,0.2405,86.9667981710956
0.481,0.7595,0.6076,0.4304,0.1772,0.9241,0.557,0.4557,52.5371066493422
0.443,0.3038,0.038,0.3544,0.9494,0.3797,0.3038,0.6329,69.5656078945692
0.7468,0.481,0.9494,0.5823,0.9367,0.6456,0.0253,0.3924,129.261021244187
0.6582,0.6076,0.7089,0.2278,0.3797,1,0.0127,0.6456,82.3163232800773
0.4684,0.5443,0.2911,0.0886,0.443,0.1139,0.9494,0.1013,51.3676862447984
0.4937,0.0886,0.4177,0.8734,0.0759,0.0886,0.4557,0.3418,91.3360346847587
0.4304,0.5949,0.5823,0.5316,0.962,0.0506,0.8481,0.6962,67.2380233974673
0.8734,0.8987,0.7722,0.481,0.6962,0.1013,0.9747,0.8481,138.638576106234
0.519,0.7848,0.1646,0.8228,0.4557,0.2405,0.5696,0.8228,94.5133118732504
0.2785,0.4684,0.5443,0.8101,0.1392,0.4937,0.2025,0.2152,52.0438002083259
0.6456,0.3544,0.8481,0.0886,0.2658,0.038,0.6962,0.5443,88.6538933517212
0.2152,0.2532,0.5063,0.9367,0.0127,0.4304,0.5443,0.8734,46.3671089726528
0.9241,0.5063,0.8228,0,0.0886,0.5316,0.2532,0.7975,130.346426719308
0.7975,0.0759,0.8734,0.7975,0.9241,0.7089,0.3671,0.8608,139.860760455774
0.8608,0.7215,0.2278,0.8608,0.3418,0.5696,0.7089,0.7342,141.320805328197
0.9114,0.6582,0.2785,0.7468,0.5949,0.7468,0.557,0.3165,132.420440584617
0.0506,0.9747,0.5696,0.3038,0.2911,0.8481,0.6456,0.8101,16.7620768031689
0.3038,0.6456,0.8861,0.5949,0.0253,0.2658,0.1139,0.6582,63.42875292284
0.3671,0.9241,0.6329,0.3797,0,0.6582,0.7722,0.4304,41.9234147521086
1,0.8481,0.6582,0.557,0.1519,0.3671,0.6076,0.7468,171.299306880931
0.4051,0.2278,0.8987,0.3165,0.519,0.3797,0,0.2911,67.7539971964752
0.3418,0.5316,0.4051,0.0506,0.9367,0.9747,0.5949,0.1772,28.0275279058028
0.2025,0.1519,0.3038,0.7848,0.8101,0.1519,0.1519,0.5823,52.2723816087598
0.8101,0.1899,0.6709,0.7089,0.9873,0.8354,0.519,0.1013,105.228839189015
0.557,0.1772,0.3671,0.5696,0.4051,0.5063,0.7975,0.9494,79.1198622121966
0.5949,0.2405,0.0127,0.7595,0.2405,0.1139,0.9114,0.1392,85.7511485965735
0.0127,0.8734,0.0886,0.8987,0.5823,0.6709,0.3165,0.6835,22.8936998290982
0.8354,0.0506,0.557,0.038,0.3924,0.2278,0.1266,0.4557,135.138474726819
0.8481,1,0.4684,0.5823,0.2278,0.9241,0.3038,0.2785,113.876866034845
0.4177,0.4051,0.9747,0.7722,0.0633,0.9367,0.7342,0.9114,55.0114704352695
0.5696,0.4557,0.1899,1,0.6835,0.3924,0.3797,0.557,107.763669217331
0.1392,0.4937,0.1013,0.3671,0.3544,0.1266,0.5316,0,28.3875163203553
0.2658,0.1139,0.0759,0.519,0.5063,0.9114,0.6835,0.0759,29.7713989973585
0.0886,0.3418,0.3797,0.7215,0.1772,0.3291,0.0633,0.8354,36.9891539757607
0.2278,0.8354,0.8101,0.6076,0.7595,0.7848,0.7468,0.1519,29.5516176528247
0.2911,0.3797,0.4557,0.2532,0.4304,0.7342,0.9873,0.7089,31.0463928208264
0.9747,0.5696,0.3291,0.9873,0.3038,0.6456,0.962,0.2532,140.446313863695
0.6076,0,0.3165,0.9241,0.1139,0.2785,0.6582,0.4177,102.017693164529
0.5063,0.9873,0.8608,0.4177,0.6076,0.3165,0.9367,0.1899,59.7711938453586
0.5823,0.519,0.6835,0.4304,0.8228,0,0.1013,0.3038,111.722302353466
0.1013,0.038,0.2025,0.2658,0.557,0.0633,0.2658,0.2025,28.9283067249052
0.1899,0.9114,0.1392,0.6709,0.9494,0.4557,0.8987,0.3291,30.7106834734522
0.038,0.6076,0.7848,0.9494,0.3671,0.3544,0.1899,0.0886,26.8774481629592
0.0633,0.7975,0.0253,0.1392,0.8987,0.519,0.4937,0.2658,18.1841631888921
0.2405,0.6709,0.3924,0.4051,1,0.5949,0.3418,0.4684,38.0968365470353
0.3291,0.2025,0.1266,0.1899,0.7722,0.0253,0.4051,0.7848,57.2905928815933
0.6835,0.481,0.2532,0.1646,0.9747,0.2911,1,0.8987,84.6602071732091
0.7848,0.6329,0.1772,0.3418,0.1266,0.8987,0.9241,0.9873,84.0281005851155
0.6203,0.7722,0.4304,0.3544,0.6456,0.8101,0.1392,0.8861,90.6235261717508
0.1519,0.2658,0.3418,0.0759,0.7215,0.8861,0.2152,0.7215,23.6687740666746
0.8861,0.3924,0.1139,0.1139,0.5443,0.8228,0.8354,0.481,84.2592575602488
0.0759,0.6962,0.962,0.0127,0.6709,0.1772,0.8101,0.3671,19.0445891042317
0.0253,0.1013,0.519,0.6203,0.8354,0.557,0.9494,0.5316,17.194586375512
0,0.4304,0.7215,0.5063,0.2532,0.4684,0.0253,0.4051,21.8669703309458
0.6582,0.2785,1,0.5443,0.5696,0.5823,0.4684,0.0127,85.4870979821124
0.3165,0.0633,0.2658,0.443,0.2785,0.4051,0.8228,0.0253,38.5661958799181
0.7342,0.7342,0.7595,0.0633,0.8481,0.4177,0.3291,0.9367,107.234867255066
0.7089,0.6203,0.4937,0.6835,0.5316,0.1392,0.7595,0.7722,120.985664461267
0.481,0.3165,0.9367,0.962,0.8608,0.7722,0.8861,0.7595,67.1378680693681
0.1646,0.3671,0.7468,0.8861,0.9114,0.2152,0.7848,0.0506,32.8026259107064
0.7215,0.3291,0.1519,0.4937,0.0506,0.6962,0.1646,0.1646,103.786225237466
0.1139,0.443,0.0506,0.6962,0.7975,0.6329,0.6203,0.962,28.6693278039554
0.6709,0.5823,0.9114,0.8354,0.7848,0.8608,0.2785,0.443,104.136760354943
0.3924,0.1266,0.2152,0.0253,0.1646,0.7975,0.481,0.6329,39.7458485667643
0.7595,0.1392,0.5949,0.2025,0.7089,0.3418,0.7215,0.2405,92.2331766516624
0.9873,0.4177,0.481,0.3291,0.8734,0.2532,0.443,0.1266,152.589060192355
0.6329,0.962,0.7342,0.7342,0.3797,0.9873,0.4177,0.6709,86.8330611995152
0.8987,0.8228,0.3544,0.2911,0.038,0.1646,0.3924,0.0633,137.964032392262
0.2532,0.9367,0.9241,0.2152,0.2152,0.2025,0.5063,0.519,40.5283939685554
0.5443,0.6835,0.5316,0.1266,0.7342,0.6835,0.0127,0.038,67.0170394751627
0.7468,0.8861,0.443,0.9747,0.4937,0.0127,0.6329,0.4937,145.659367257966
0.1266,0.7595,0.6962,0.1772,0.1013,0.7215,0.8734,0.5696,19.0718596162508
0.6962,0.1646,0.7975,0.2785,0.1899,0.6203,0.8608,0.3544,73.739367099917
0.962,0.2152,0.6203,0.8481,0.6203,0.962,0.0759,0.5063,172.961485396022
0.4557,0.2911,0.6456,0.1519,0.3291,0.1899,0.2911,0.9747,76.0568429729072
0.3544,0.7468,0.8354,0.9114,0.4177,0.8734,0.0506,0.2278,60.6045353708662
0.5316,0.8608,0.2405,0.2278,0.8861,0.9494,0.1772,0.3924,59.4338173186263
0.7722,0.8101,0.9873,0.6582,0.3165,0.0759,0.038,0.6203,177.546080629558
0.4684,0.7089,0.0633,0.4684,0.2025,1,0.2405,0.5949,58.8408361341006
0.8228,0.5443,0,0.2405,0.6329,0.443,0.6709,0.6076,108.331423766707
0.1772,0.557,0.6076,0.4557,0.481,0.7595,0.4304,0.9241,31.7888446456213
0.9494,0.3038,0.038,0.6329,0.443,0.3038,0.3544,0.3797,174.26911299691
0.9367,0.0253,0.9494,0.3924,0.7468,0.481,0.5823,0.6456,140.163596667847
0.3797,0.0127,0.7089,0.6456,0.6582,0.6076,0.2278,1,68.9033772932228
0.443,0.9494,0.2911,0.1013,0.4684,0.5443,0.0886,0.1139,56.8341442913592
0.4177,0.0886,0.8734,0.4937,0.4557,0.0886,0.3418,0.0759,68.1878643207725
0.5823,0.5949,0.5316,0.4304,0.8481,0.0506,0.6962,0.962,97.3099949145058
0.7722,0.8987,0.481,0.8734,0.9747,0.1013,0.8481,0.6962,137.931321432439
0.1646,0.7848,0.8228,0.519,0.5696,0.2405,0.8228,0.4557,30.745388075207
0.5443,0.4684,0.8101,0.2785,0.2025,0.4937,0.2152,0.1392,73.5786502630087
0.8481,0.3544,0.0886,0.6456,0.6962,0.038,0.5443,0.2658,150.597107785828
0.5063,0.2532,0.9367,0.2152,0.5443,0.4304,0.8734,0.0127,51.4126543933433
0.8228,0.5063,0,0.9241,0.2532,0.5316,0.7975,0.0886,117.814837699458
0.8734,0.0759,0.7975,0.7975,0.3671,0.7089,0.8608,0.9241,130.953212470014
0.2278,0.7215,0.8608,0.8608,0.7089,0.5696,0.7342,0.3418,37.3574343654483
0.2785,0.6582,0.7468,0.9114,0.557,0.7468,0.3165,0.5949,50.5426285521271
0.5696,0.9747,0.3038,0.0506,0.6456,0.8481,0.8101,0.2911,46.3253545082913
0.8861,0.6456,0.5949,0.3038,0.1139,0.2658,0.6582,0.0253,117.027254957404
0.6329,0.9241,0.3797,0.3671,0.7722,0.6582,0.4304,0,74.0416232491044
0.6582,0.8481,0.557,1,0.6076,0.3671,0.7468,0.1519,101.532679027492
0.8987,0.2278,0.3165,0.4051,0,0.3797,0.2911,0.519,152.014397181867
0.4051,0.5316,0.0506,0.3418,0.5949,0.9747,0.1772,0.9367,53.5112663086058
0.3038,0.1519,0.7848,0.2025,0.1519,0.1519,0.5823,0.8101,48.1259255694266
0.6709,0.1899,0.7089,0.8101,0.519,0.8354,0.1013,0.9873,125.129258428134
0.3671,0.1772,0.5696,0.557,0.7975,0.5063,0.9494,0.4051,45.3638071036998
0.0127,0.2405,0.7595,0.5949,0.9114,0.1139,0.1392,0.2405,24.8533534838029
0.0886,0.8734,0.8987,0.0127,0.3165,0.6709,0.6835,0.5823,16.9737410251184
0.557,0.0506,0.038,0.8354,0.1266,0.2278,0.4557,0.3924,98.6209050651305
0.4684,1,0.5823,0.8481,0.3038,0.9241,0.2785,0.2278,66.7278509443282
0.9747,0.4051,0.7722,0.4177,0.7342,0.9367,0.9114,0.0633,94.6326837756329
0.1899,0.4557,1,0.5696,0.3797,0.3924,0.557,0.6835,36.7915867266786
0.1013,0.4937,0.3671,0.1392,0.5316,0.1266,0,0.3544,31.3541029611114
0.0759,0.1139,0.519,0.2658,0.6835,0.9114,0.0759,0.5063,20.8467535104457
0.3797,0.3418,0.7215,0.0886,0.0633,0.3291,0.8354,0.1772,40.7695739948715
0.8101,0.8354,0.6076,0.2278,0.7468,0.7848,0.1519,0.7595,113.859982317887
0.4557,0.3797,0.2532,0.2911,0.9873,0.7342,0.7089,0.4304,48.203435674624
0.3291,0.5696,0.9873,0.9747,0.962,0.6456,0.2532,0.3038,59.1369349604815
0.3165,0,0.9241,0.6076,0.6582,0.2785,0.4177,0.1139,51.4096265424931
0.8608,0.9873,0.4177,0.5063,0.9367,0.3165,0.1899,0.6076,164.386853626698
0.6835,0.519,0.4304,0.5823,0.1013,0,0.3038,0.8228,141.474158050147
0.2025,0.038,0.2658,0.1013,0.2658,0.0633,0.2025,0.557,40.8856792502673
0.1392,0.9114,0.6709,0.1899,0.8987,0.4557,0.3291,0.9494,30.2444674974031
0.7848,0.6076,0.9494,0.038,0.1899,0.3544,0.0886,0.3671,117.612256090786
0.0253,0.7975,0.1392,0.0633,0.4937,0.519,0.2658,0.8987,18.9710870559995
0.3924,0.6709,0.4051,0.2405,0.3418,0.5949,0.4684,1,53.6561562447695
0.1266,0.2025,0.1899,0.3291,0.4051,0.0253,0.7848,0.7722,29.7517828378696
0.2532,0.481,0.1646,0.6835,1,0.2911,0.8987,0.9747,44.2723087149659
0.1772,0.6329,0.3418,0.7848,0.9241,0.8987,0.9873,0.1266,24.0741277602079
0.4304,0.7722,0.3544,0.6203,0.1392,0.8101,0.8861,0.6456,50.3899429000831
0.3418,0.2658,0.0759,0.1519,0.2152,0.8861,0.7215,0.7215,33.5802667848596
0.1139,0.3924,0.1139,0.8861,0.8354,0.8228,0.481,0.5443,27.9661749107093
0.962,0.6962,0.0127,0.0759,0.8101,0.1772,0.3671,0.6709,157.701110372839
0.519,0.1013,0.6203,0.0253,0.9494,0.557,0.5316,0.8354,60.5670534057479
0.7215,0.4304,0.5063,0,0.0253,0.4684,0.4051,0.2532,83.7919515478967
1,0.2785,0.5443,0.6582,0.4684,0.5823,0.0127,0.5696,205.297105903931
0.2658,0.0633,0.443,0.3165,0.8228,0.4051,0.0253,0.2785,47.3632121888441
0.7595,0.7342,0.0633,0.7342,0.3291,0.4177,0.9367,0.8481,115.389798500862
0.4937,0.6203,0.6835,0.7089,0.7595,0.1392,0.7722,0.5316,78.5705864405427
0.9367,0.3165,0.962,0.481,0.8861,0.7722,0.7595,0.8608,124.620127020982
0.7468,0.3671,0.8861,0.1646,0.7848,0.2152,0.0506,0.9114,141.803528080771
0.1519,0.3291,0.4937,0.7215,0.1646,0.6962,0.1646,0.0506,32.0675786367253
0.0506,0.443,0.6962,0.1139,0.6203,0.6329,0.962,0.7975,15.1476647368282
0.9114,0.5823,0.8354,0.6709,0.2785,0.8608,0.443,0.7848,139.619716109781
0.2152,0.1266,0.0253,0.3924,0.481,0.7975,0.6329,0.1646,26.8142260072549
0.5949,0.1392,0.2025,0.7595,0.7215,0.3418,0.2405,0.7089,115.773620092704
0.481,0.4177,0.3291,0.9873,0.443,0.2532,0.1266,0.8734,112.197514255436
0.7342,0.962,0.7342,0.6329,0.4177,0.9873,0.6709,0.3797,83.9226670841292
0.3544,0.8228,0.2911,0.8987,0.3924,0.1646,0.0633,0.038,74.2170140697937
0.9241,0.9367,0.2152,0.2532,0.5063,0.2025,0.519,0.2152,136.658242802678
0.5316,0.6835,0.1266,0.5443,0.0127,0.6835,0.038,0.7342,90.8033396805926
0.443,0.8861,0.9747,0.7468,0.6329,0.0127,0.4937,0.4937,82.3309684641906
0.6962,0.7595,0.1772,0.1266,0.8734,0.7215,0.5696,0.1013,68.4201693264935
0.7975,0.1646,0.2785,0.6962,0.8608,0.6203,0.3544,0.1899,122.415486870493
0.6203,0.2152,0.8481,0.962,0.0759,0.962,0.5063,0.6203,90.5782971981914
0.6456,0.2911,0.1519,0.4557,0.2911,0.1899,0.9747,0.3291,83.7348433985626
0.8354,0.7468,0.9114,0.3544,0.0506,0.8734,0.2278,0.4177,108.538636864378
0.2405,0.8608,0.2278,0.5316,0.1772,0.9494,0.3924,0.8861,36.2196446308253
0.9873,0.8101,0.6582,0.7722,0.038,0.0759,0.6203,0.3165,183.801102087365
0.0633,0.7089,0.4684,0.4684,0.2405,1,0.5949,0.2025,15.9493042200845
0,0.5443,0.2405,0.8228,0.6709,0.443,0.6076,0.6329,20.2627522104135
0.6076,0.557,0.4557,0.1772,0.4304,0.7595,0.9241,0.481,56.1821575603779
0.038,0.3038,0.6329,0.9494,0.3544,0.3038,0.3797,0.443,27.0944296202133
0.9494,0.0253,0.3924,0.9367,0.5823,0.481,0.6456,0.7468,175.039809553697
0.7089,0.0127,0.6456,0.3797,0.2278,0.6076,1,0.6582,80.6261653443354
0.2911,0.9494,0.1013,0.443,0.0886,0.5443,0.1139,0.4684,49.9292024705664
0.4557,0.0886,0.0886,0.4937,0.8734,0.4177,0.3418,0.0759,65.3625340012706
0.8481,0.5949,0.0506,0.4304,0.5316,0.5823,0.6962,0.962,121.745093666753
0.9747,0.8987,0.1013,0.8734,0.481,0.7722,0.8481,0.6962,145.671006880767
0.5696,0.7848,0.2405,0.519,0.8228,0.1646,0.8228,0.4557,81.6684261762594
0.2025,0.4684,0.4937,0.2785,0.8101,0.5443,0.2152,0.1392,32.6941405108263
0.6962,0.3544,0.038,0.6456,0.0886,0.8481,0.5443,0.2658,86.6937797732392
0.5443,0.2532,0.4304,0.2152,0.9367,0.5063,0.8734,0.0127,53.486163622055
0.2532,0.5063,0.5316,0.9241,0,0.8228,0.7975,0.0886,34.417228819572
0.3671,0.0759,0.7089,0.7975,0.7975,0.8734,0.8608,0.9241,49.0560826491824
0.7089,0.7215,0.5696,0.8608,0.8608,0.2278,0.7342,0.3418,115.678066614808
0.557,0.6582,0.7468,0.9114,0.7468,0.2785,0.3165,0.5949,109.827498653345
0.6456,0.9747,0.8481,0.0506,0.3038,0.5696,0.8101,0.2911,62.1562387416318
0.1139,0.6456,0.2658,0.3038,0.5949,0.8861,0.6582,0.0253,17.3208464385447
0.7722,0.9241,0.6582,0.3671,0.3797,0.6329,0.4304,0,94.1767855956322
0.6076,0.8481,0.3671,1,0.557,0.6582,0.7468,0.1519,84.0190879697413
0,0.2278,0.3797,0.4051,0.3165,0.8987,0.2911,0.519,15.5015685503844
0.5949,0.5316,0.9747,0.3418,0.0506,0.4051,0.1772,0.9367,102.729068294882
0.1519,0.1519,0.1519,0.2025,0.7848,0.3038,0.5823,0.8101,29.7739331265741
0.519,0.1899,0.8354,0.8101,0.7089,0.6709,0.1013,0.9873,101.561443163628
0.7975,0.1772,0.5063,0.557,0.5696,0.3671,0.9494,0.4051,106.893224942126
0.9114,0.2405,0.1139,0.5949,0.7595,0.0127,0.1392,0.2405,193.333732368195
0.3165,0.8734,0.6709,0.0127,0.8987,0.0886,0.6835,0.5823,43.4448814958154
0.1266,0.0506,0.2278,0.8354,0.038,0.557,0.4557,0.3924,31.0026466861452
0.3038,1,0.9241,0.8481,0.5823,0.4684,0.2785,0.2278,55.0644935093749
0.7342,0.4051,0.9367,0.4177,0.7722,0.9747,0.9114,0.0633,65.1076371890595
0.3797,0.4557,0.3924,0.5696,1,0.1899,0.557,0.6835,64.463143470698
0.5316,0.4937,0.1266,0.1392,0.3671,0.1013,0,0.3544,92.7696736954629
0.6835,0.1139,0.9114,0.2658,0.519,0.0759,0.0759,0.5063,128.793368633326
0.0633,0.3418,0.3291,0.0886,0.7215,0.3797,0.8354,0.1772,16.3816817834575
0.7468,0.8354,0.7848,0.2278,0.6076,0.8101,0.1519,0.7595,101.741185314518
0.9873,0.3797,0.7342,0.2911,0.2532,0.4557,0.7089,0.4304,132.076656037991
0.962,0.5696,0.6456,0.9747,0.9873,0.3291,0.2532,0.3038,203.815419815857
0.6582,0,0.2785,0.6076,0.9241,0.3165,0.4177,0.1139,101.887043687682
0.9367,0.9873,0.3165,0.5063,0.4177,0.8608,0.1899,0.6076,144.32949100306
0.1013,0.519,0,0.5823,0.4304,0.6835,0.3038,0.8228,28.4466609857067
0.2658,0.038,0.0633,0.1013,0.2658,0.2025,0.2025,0.557,45.8065408757374
0.8987,0.9114,0.4557,0.1899,0.6709,0.1392,0.3291,0.9494,164.607174797632
0.1899,0.6076,0.3544,0.038,0.9494,0.7848,0.0886,0.3671,27.2380442815172
0.4937,0.7975,0.519,0.0633,0.1392,0.0253,0.2658,0.8987,84.4329297709806
0.3418,0.6709,0.5949,0.2405,0.4051,0.3924,0.4684,1,52.47264750921
